gridID_50,region_50,taxo_group,nyear,nyear_b70,nyear_a70
1868,atlantic,hoverflies,9,0,9
1869,atlantic,bees,19,1,18
1869,atlantic,hoverflies,23,1,22
1870,atlantic,bees,27,6,21
1870,atlantic,hoverflies,32,1,31
1871,atlantic,bees,16,0,16
1871,atlantic,hoverflies,20,0,20
1872,atlantic,bees,32,3,29
1872,atlantic,hoverflies,26,0,26
1873,atlantic,bees,26,0,26
1873,atlantic,hoverflies,22,0,22
1900,mediterranean,bees,20,3,17
1900,mediterranean,hoverflies,35,1,34
1901,mediterranean,bees,39,26,13
1901,mediterranean,hoverflies,17,1,16
1902,mediterranean,bees,18,3,15
1903,mediterranean,bees,6,2,4
1903,mediterranean,hoverflies,2,1,1
1904,mediterranean,bees,27,12,15
1904,mediterranean,hoverflies,9,0,9
1905,mediterranean,bees,17,5,12
1905,mediterranean,hoverflies,6,0,6
1906,atlantic,bees,15,5,10
1906,atlantic,hoverflies,13,0,13
1907,atlantic,bees,22,8,14
1907,atlantic,hoverflies,3,0,3
1908,atlantic,bees,6,3,3
1908,atlantic,hoverflies,6,0,6
1910,atlantic,bees,6,1,5
1910,atlantic,hoverflies,16,0,16
1911,atlantic,bees,18,0,18
1911,atlantic,hoverflies,21,0,21
1912,atlantic,bees,7,0,7
1912,atlantic,hoverflies,22,0,22
1913,atlantic,bees,15,2,13
1913,atlantic,hoverflies,27,3,24
1914,atlantic,bees,38,9,29
1914,atlantic,hoverflies,1,0,1
1916,atlantic,bees,87,39,48
1916,atlantic,hoverflies,50,11,39
1917,atlantic,bees,49,7,42
1917,atlantic,hoverflies,51,5,46
1918,atlantic,bees,36,5,31
1918,atlantic,hoverflies,38,0,38
1919,atlantic,bees,61,20,41
1919,atlantic,hoverflies,50,5,45
1921,atlantic,bees,21,2,19
1921,atlantic,hoverflies,27,3,24
1922,atlantic,bees,11,0,11
1922,atlantic,hoverflies,24,1,23
1923,atlantic,bees,18,3,15
1923,atlantic,hoverflies,24,0,24
1924,atlantic,bees,29,0,29
1924,atlantic,hoverflies,22,0,22
1925,atlantic,bees,28,1,27
1925,atlantic,hoverflies,28,0,28
1926,atlantic,bees,16,0,16
1926,atlantic,hoverflies,12,0,12
1952,mediterranean,bees,18,7,11
1952,mediterranean,hoverflies,3,0,3
1953,mediterranean,bees,15,6,9
1953,mediterranean,hoverflies,5,0,5
1954,mediterranean,bees,21,12,9
1954,mediterranean,hoverflies,5,0,5
1955,mediterranean,bees,8,0,8
1955,mediterranean,hoverflies,2,0,2
1956,mediterranean,bees,14,3,11
1956,mediterranean,hoverflies,2,0,2
1957,mediterranean,bees,20,6,14
1957,mediterranean,hoverflies,4,0,4
1958,alpine,bees,31,7,24
1958,alpine,hoverflies,22,2,20
1959,atlantic,bees,15,1,14
1959,atlantic,hoverflies,7,0,7
1960,atlantic,bees,17,8,9
1960,atlantic,hoverflies,12,1,11
1961,atlantic,bees,8,2,6
1961,atlantic,hoverflies,20,1,19
1962,atlantic,bees,8,3,5
1962,atlantic,hoverflies,26,0,26
1963,atlantic,bees,5,0,5
1963,atlantic,hoverflies,15,1,14
1964,atlantic,bees,14,0,14
1964,atlantic,hoverflies,20,0,20
1965,atlantic,bees,18,0,18
1965,atlantic,hoverflies,40,6,34
1966,atlantic,bees,27,8,19
1966,atlantic,hoverflies,1,0,1
1967,atlantic,bees,12,2,10
1967,atlantic,hoverflies,3,0,3
1968,atlantic,bees,96,49,47
1968,atlantic,hoverflies,51,12,39
1969,atlantic,bees,56,13,43
1969,atlantic,hoverflies,83,35,48
1970,atlantic,bees,41,6,35
1970,atlantic,hoverflies,35,1,34
1971,atlantic,bees,49,10,39
1971,atlantic,hoverflies,48,3,45
1972,atlantic,bees,58,15,43
1972,atlantic,hoverflies,43,4,39
1973,atlantic,bees,26,1,25
1973,atlantic,hoverflies,45,5,40
1974,atlantic,bees,27,6,21
1974,atlantic,hoverflies,22,4,18
1975,atlantic,bees,26,1,25
1975,atlantic,hoverflies,36,2,34
1976,atlantic,bees,28,1,27
1976,atlantic,hoverflies,25,0,25
1977,atlantic,bees,32,1,31
1977,atlantic,hoverflies,38,0,38
1978,atlantic,bees,18,2,16
1978,atlantic,hoverflies,29,0,29
2005,mediterranean,bees,36,8,28
2005,mediterranean,hoverflies,23,1,22
2006,mediterranean,bees,3,3,0
2007,mediterranean,bees,7,1,6
2007,mediterranean,hoverflies,2,0,2
2008,mediterranean,bees,8,2,6
2009,mediterranean,bees,4,0,4
2009,mediterranean,hoverflies,2,0,2
2010,mediterranean,bees,39,12,27
2010,mediterranean,hoverflies,14,1,13
2011,atlantic,bees,15,4,11
2011,atlantic,hoverflies,10,0,10
2012,atlantic,bees,17,1,16
2012,atlantic,hoverflies,8,0,8
2013,atlantic,bees,31,10,21
2013,atlantic,hoverflies,23,0,23
2014,atlantic,bees,12,4,8
2014,atlantic,hoverflies,15,0,15
2015,atlantic,bees,6,0,6
2015,atlantic,hoverflies,19,0,19
2016,atlantic,bees,17,1,16
2016,atlantic,hoverflies,26,2,24
2017,atlantic,bees,5,2,3
2017,atlantic,hoverflies,26,0,26
2018,atlantic,bees,24,5,19
2018,atlantic,hoverflies,22,1,21
2019,atlantic,bees,18,1,17
2019,atlantic,hoverflies,30,0,30
2021,atlantic,bees,91,41,50
2021,atlantic,hoverflies,42,7,35
2022,atlantic,bees,57,18,39
2022,atlantic,hoverflies,47,5,42
2023,atlantic,bees,41,4,37
2023,atlantic,hoverflies,49,6,43
2024,atlantic,bees,63,19,44
2024,atlantic,hoverflies,43,2,41
2025,atlantic,bees,38,4,34
2025,atlantic,hoverflies,65,18,47
2026,atlantic,bees,47,20,27
2026,atlantic,hoverflies,74,34,40
2027,atlantic,bees,12,0,12
2027,atlantic,hoverflies,17,0,17
2028,atlantic,bees,26,0,26
2028,atlantic,hoverflies,28,1,27
2029,atlantic,bees,49,14,35
2029,atlantic,hoverflies,43,11,32
2030,atlantic,bees,29,0,29
2030,atlantic,hoverflies,44,0,44
2031,atlantic,bees,18,1,17
2031,atlantic,hoverflies,17,0,17
2059,mediterranean,bees,6,2,4
2060,mediterranean,bees,6,1,5
2060,mediterranean,hoverflies,6,0,6
2061,mediterranean,bees,15,2,13
2062,mediterranean,bees,11,2,9
2062,mediterranean,hoverflies,7,0,7
2063,alpine,bees,33,10,23
2063,alpine,hoverflies,20,0,20
2064,atlantic,bees,21,3,18
2064,atlantic,hoverflies,8,0,8
2065,atlantic,bees,18,2,16
2065,atlantic,hoverflies,9,0,9
2066,atlantic,bees,12,1,11
2066,atlantic,hoverflies,5,0,5
2067,atlantic,bees,6,0,6
2067,atlantic,hoverflies,13,0,13
2068,atlantic,bees,5,0,5
2068,atlantic,hoverflies,20,0,20
2069,atlantic,bees,17,0,17
2069,atlantic,hoverflies,19,0,19
2070,atlantic,bees,6,2,4
2070,atlantic,hoverflies,12,0,12
2071,atlantic,bees,19,2,17
2071,atlantic,hoverflies,30,0,30
2072,atlantic,bees,2,0,2
2072,atlantic,hoverflies,4,0,4
2073,atlantic,bees,90,40,50
2073,atlantic,hoverflies,69,27,42
2074,atlantic,bees,57,11,46
2074,atlantic,hoverflies,29,0,29
2075,atlantic,bees,48,4,44
2075,atlantic,hoverflies,39,1,38
2076,atlantic,bees,73,30,43
2076,atlantic,hoverflies,61,15,46
2077,atlantic,bees,34,7,27
2077,atlantic,hoverflies,33,0,33
2078,atlantic,bees,36,8,28
2078,atlantic,hoverflies,51,10,41
2079,atlantic,bees,22,2,20
2079,atlantic,hoverflies,22,3,19
2080,atlantic,bees,40,6,34
2080,atlantic,hoverflies,34,0,34
2081,atlantic,bees,15,1,14
2081,atlantic,hoverflies,16,0,16
2082,atlantic,bees,32,4,28
2082,atlantic,hoverflies,38,6,32
2083,atlantic,bees,8,0,8
2083,atlantic,hoverflies,15,0,15
2112,mediterranean,bees,7,2,5
2112,mediterranean,hoverflies,4,1,3
2113,mediterranean,bees,16,1,15
2113,mediterranean,hoverflies,3,0,3
2114,mediterranean,bees,17,9,8
2114,mediterranean,hoverflies,2,0,2
2115,alpine,bees,54,20,34
2115,alpine,hoverflies,30,6,24
2116,atlantic,bees,2,0,2
2116,atlantic,hoverflies,9,0,9
2117,atlantic,bees,14,2,12
2117,atlantic,hoverflies,1,0,1
2118,atlantic,bees,19,4,15
2118,atlantic,hoverflies,12,0,12
2119,atlantic,bees,16,10,6
2119,atlantic,hoverflies,10,0,10
2120,atlantic,bees,6,1,5
2120,atlantic,hoverflies,11,0,11
2121,atlantic,bees,16,0,16
2121,atlantic,hoverflies,18,0,18
2122,atlantic,bees,10,1,9
2122,atlantic,hoverflies,9,0,9
2123,atlantic,bees,9,1,8
2123,atlantic,hoverflies,19,0,19
2124,atlantic,bees,11,1,10
2124,atlantic,hoverflies,10,0,10
2126,atlantic,bees,80,30,50
2126,atlantic,hoverflies,35,3,32
2127,atlantic,bees,61,18,43
2127,atlantic,hoverflies,45,11,34
2128,atlantic,bees,54,9,45
2128,atlantic,hoverflies,49,6,43
2129,atlantic,bees,66,18,48
2129,atlantic,hoverflies,43,0,43
2130,atlantic,bees,58,21,37
2130,atlantic,hoverflies,29,1,28
2131,atlantic,bees,51,14,37
2131,atlantic,hoverflies,31,1,30
2132,atlantic,bees,19,2,17
2132,atlantic,hoverflies,30,0,30
2133,atlantic,bees,18,4,14
2133,atlantic,hoverflies,31,1,30
2134,atlantic,bees,23,0,23
2134,atlantic,hoverflies,19,1,18
2135,atlantic,bees,5,0,5
2136,atlantic,bees,22,0,22
2136,atlantic,hoverflies,18,0,18
2165,mediterranean,bees,15,2,13
2165,mediterranean,hoverflies,8,1,7
2166,mediterranean,bees,24,7,17
2166,mediterranean,hoverflies,3,0,3
2167,mediterranean,bees,13,3,10
2167,mediterranean,hoverflies,1,0,1
2168,atlantic,bees,26,12,14
2168,atlantic,hoverflies,13,2,11
2169,atlantic,bees,10,0,10
2169,atlantic,hoverflies,12,0,12
2170,atlantic,bees,17,5,12
2170,atlantic,hoverflies,18,0,18
2171,atlantic,bees,8,3,5
2171,atlantic,hoverflies,12,0,12
2172,atlantic,bees,11,3,8
2172,atlantic,hoverflies,10,0,10
2173,atlantic,bees,4,0,4
2173,atlantic,hoverflies,3,0,3
2174,atlantic,bees,23,3,20
2174,atlantic,hoverflies,29,0,29
2175,atlantic,bees,8,0,8
2175,atlantic,hoverflies,26,0,26
2176,atlantic,bees,9,1,8
2176,atlantic,hoverflies,27,1,26
2178,atlantic,bees,65,15,50
2178,atlantic,hoverflies,35,0,35
2179,atlantic,bees,70,21,49
2179,atlantic,hoverflies,39,1,38
2180,atlantic,bees,39,5,34
2180,atlantic,hoverflies,35,1,34
2181,atlantic,bees,63,22,41
2181,atlantic,hoverflies,58,16,42
2182,atlantic,bees,93,44,49
2182,atlantic,hoverflies,41,4,37
2183,atlantic,bees,53,10,43
2183,atlantic,hoverflies,19,0,19
2184,atlantic,bees,44,11,33
2184,atlantic,hoverflies,16,0,16
2185,atlantic,bees,8,2,6
2185,atlantic,hoverflies,19,0,19
2186,atlantic,bees,8,0,8
2186,atlantic,hoverflies,13,0,13
2187,atlantic,bees,15,0,15
2187,atlantic,hoverflies,16,0,16
2188,atlantic,bees,9,0,9
2188,atlantic,hoverflies,6,0,6
2189,atlantic,bees,29,2,27
2189,atlantic,hoverflies,15,0,15
2215,mediterranean,bees,16,3,13
2215,mediterranean,hoverflies,1,1,0
2218,mediterranean,bees,36,14,22
2218,mediterranean,hoverflies,5,0,5
2219,mediterranean,bees,17,4,13
2219,mediterranean,hoverflies,6,0,6
2220,alpine,bees,38,17,21
2220,alpine,hoverflies,20,1,19
2221,atlantic,bees,7,1,6
2221,atlantic,hoverflies,5,0,5
2222,atlantic,bees,16,2,14
2222,atlantic,hoverflies,24,1,23
2223,atlantic,bees,19,6,13
2223,atlantic,hoverflies,17,0,17
2224,atlantic,bees,7,3,4
2224,atlantic,hoverflies,13,0,13
2225,atlantic,bees,11,6,5
2225,atlantic,hoverflies,12,0,12
2226,atlantic,bees,20,1,19
2226,atlantic,hoverflies,27,1,26
2227,atlantic,bees,7,2,5
2227,atlantic,hoverflies,32,1,31
2228,atlantic,bees,16,2,14
2228,atlantic,hoverflies,26,0,26
2231,atlantic,bees,95,45,50
2231,atlantic,hoverflies,63,20,43
2232,atlantic,bees,69,23,46
2232,atlantic,hoverflies,40,3,37
2233,atlantic,bees,72,25,47
2233,atlantic,hoverflies,50,6,44
2234,atlantic,bees,65,15,50
2234,atlantic,hoverflies,63,15,48
2235,atlantic,bees,68,18,50
2235,atlantic,hoverflies,38,1,37
2236,atlantic,bees,71,24,47
2236,atlantic,hoverflies,29,1,28
2237,atlantic,bees,30,4,26
2237,atlantic,hoverflies,16,1,15
2239,atlantic,bees,23,4,19
2239,atlantic,hoverflies,28,0,28
2241,atlantic,bees,24,1,23
2241,atlantic,hoverflies,8,0,8
2242,atlantic,bees,6,0,6
2242,atlantic,hoverflies,5,0,5
2268,mediterranean,bees,16,5,11
2271,mediterranean,bees,22,14,8
2271,mediterranean,hoverflies,8,0,8
2272,alpine,bees,17,5,12
2272,alpine,hoverflies,7,0,7
2273,atlantic,bees,17,8,9
2273,atlantic,hoverflies,28,0,28
2274,atlantic,bees,9,4,5
2274,atlantic,hoverflies,4,0,4
2275,atlantic,bees,16,0,16
2275,atlantic,hoverflies,14,0,14
2276,atlantic,bees,16,4,12
2276,atlantic,hoverflies,26,0,26
2277,continental,bees,7,4,3
2277,continental,hoverflies,3,0,3
2278,atlantic,bees,4,1,3
2278,atlantic,hoverflies,16,1,15
2279,atlantic,bees,8,1,7
2279,atlantic,hoverflies,29,0,29
2280,atlantic,bees,11,0,11
2280,atlantic,hoverflies,36,0,36
2281,atlantic,bees,15,4,11
2281,atlantic,hoverflies,28,3,25
2283,atlantic,bees,80,31,49
2283,atlantic,hoverflies,34,0,34
2284,atlantic,bees,96,46,50
2284,atlantic,hoverflies,71,26,45
2285,atlantic,bees,42,10,32
2285,atlantic,hoverflies,30,1,29
2286,atlantic,bees,51,12,39
2286,atlantic,hoverflies,48,11,37
2287,atlantic,bees,85,36,49
2287,atlantic,hoverflies,44,6,38
2288,atlantic,bees,44,11,33
2288,atlantic,hoverflies,25,0,25
2289,atlantic,bees,23,6,17
2289,atlantic,hoverflies,21,1,20
2292,atlantic,bees,7,0,7
2292,atlantic,hoverflies,14,0,14
2294,atlantic,bees,15,0,15
2294,atlantic,hoverflies,6,0,6
2323,mediterranean,bees,27,11,16
2323,mediterranean,hoverflies,6,0,6
2324,mediterranean,bees,10,3,7
2324,mediterranean,hoverflies,5,0,5
2325,alpine,bees,32,8,24
2325,alpine,hoverflies,28,2,26
2326,atlantic,bees,32,18,14
2326,atlantic,hoverflies,20,0,20
2327,atlantic,bees,24,5,19
2327,atlantic,hoverflies,14,0,14
2328,atlantic,bees,27,11,16
2328,atlantic,hoverflies,28,1,27
2329,continental,bees,12,3,9
2329,continental,hoverflies,16,0,16
2330,atlantic,bees,8,1,7
2330,atlantic,hoverflies,20,1,19
2331,atlantic,bees,19,5,14
2331,atlantic,hoverflies,28,1,27
2332,atlantic,bees,9,0,9
2332,atlantic,hoverflies,35,0,35
2333,atlantic,bees,6,2,4
2333,atlantic,hoverflies,13,0,13
2334,atlantic,bees,15,1,14
2334,atlantic,hoverflies,28,1,27
2336,atlantic,bees,96,46,50
2336,atlantic,hoverflies,61,21,40
2337,atlantic,bees,73,27,46
2337,atlantic,hoverflies,41,4,37
2338,atlantic,bees,49,7,42
2338,atlantic,hoverflies,33,1,32
2339,atlantic,bees,48,8,40
2339,atlantic,hoverflies,14,0,14
2340,atlantic,bees,77,28,49
2340,atlantic,hoverflies,36,1,35
2376,mediterranean,bees,29,14,15
2376,mediterranean,hoverflies,24,1,23
2377,alpine,bees,56,20,36
2377,alpine,hoverflies,12,2,10
2378,atlantic,bees,13,2,11
2378,atlantic,hoverflies,20,0,20
2379,atlantic,bees,14,2,12
2379,atlantic,hoverflies,18,0,18
2380,atlantic,bees,42,16,26
2380,atlantic,hoverflies,19,0,19
2381,continental,bees,6,1,5
2381,continental,hoverflies,20,1,19
2382,continental,bees,4,0,4
2382,continental,hoverflies,18,0,18
2383,atlantic,bees,9,1,8
2383,atlantic,hoverflies,25,0,25
2384,atlantic,bees,13,1,12
2384,atlantic,hoverflies,15,0,15
2385,atlantic,bees,9,0,9
2385,atlantic,hoverflies,19,0,19
2386,atlantic,bees,25,1,24
2386,atlantic,hoverflies,18,0,18
2387,atlantic,bees,5,0,5
2387,atlantic,hoverflies,2,0,2
2388,atlantic,bees,64,15,49
2388,atlantic,hoverflies,40,1,39
2389,atlantic,bees,84,34,50
2389,atlantic,hoverflies,47,9,38
2390,atlantic,bees,77,28,49
2390,atlantic,hoverflies,66,18,48
2391,atlantic,bees,42,7,35
2391,atlantic,hoverflies,31,1,30
2392,atlantic,bees,40,6,34
2392,atlantic,hoverflies,24,0,24
2400,atlantic,bees,4,0,4
2400,atlantic,hoverflies,3,0,3
2426,mediterranean,bees,19,4,15
2426,mediterranean,hoverflies,3,0,3
2428,mediterranean,bees,34,18,16
2428,mediterranean,hoverflies,18,1,17
2429,mediterranean,bees,30,13,17
2429,mediterranean,hoverflies,11,1,10
2430,alpine,bees,50,13,37
2430,alpine,hoverflies,20,2,18
2431,atlantic,bees,11,1,10
2431,atlantic,hoverflies,17,0,17
2432,atlantic,bees,14,1,13
2432,atlantic,hoverflies,21,1,20
2433,continental,bees,19,5,14
2433,continental,hoverflies,20,1,19
2434,continental,bees,5,2,3
2434,continental,hoverflies,10,0,10
2435,atlantic,bees,8,1,7
2435,atlantic,hoverflies,28,2,26
2436,atlantic,bees,10,4,6
2436,atlantic,hoverflies,20,1,19
2437,atlantic,bees,17,2,15
2437,atlantic,hoverflies,15,1,14
2438,atlantic,bees,15,4,11
2438,atlantic,hoverflies,9,1,8
2439,atlantic,bees,28,0,28
2439,atlantic,hoverflies,12,0,12
2441,atlantic,bees,81,31,50
2441,atlantic,hoverflies,42,8,34
2442,atlantic,bees,49,8,41
2442,atlantic,hoverflies,48,4,44
2443,atlantic,bees,55,12,43
2443,atlantic,hoverflies,41,3,38
2444,atlantic,bees,23,0,23
2444,atlantic,hoverflies,20,2,18
2452,atlantic,bees,4,1,3
2452,atlantic,hoverflies,1,0,1
2453,atlantic,bees,7,2,5
2453,atlantic,hoverflies,1,0,1
2478,mediterranean,bees,3,0,3
2481,mediterranean,bees,54,32,22
2481,mediterranean,hoverflies,18,2,16
2482,alpine,bees,69,27,42
2482,alpine,hoverflies,35,4,31
2483,mediterranean,bees,38,8,30
2483,mediterranean,hoverflies,7,0,7
2484,atlantic,bees,8,3,5
2484,atlantic,hoverflies,20,2,18
2485,continental,bees,12,2,10
2485,continental,hoverflies,15,2,13
2486,continental,bees,12,2,10
2486,continental,hoverflies,15,0,15
2487,continental,hoverflies,6,0,6
2488,atlantic,bees,11,3,8
2488,atlantic,hoverflies,14,0,14
2489,atlantic,bees,23,11,12
2489,atlantic,hoverflies,22,1,21
2490,atlantic,bees,20,5,15
2490,atlantic,hoverflies,18,1,17
2491,atlantic,bees,18,3,15
2491,atlantic,hoverflies,23,0,23
2492,atlantic,bees,8,1,7
2492,atlantic,hoverflies,9,0,9
2493,atlantic,bees,57,8,49
2493,atlantic,hoverflies,14,0,14
2494,atlantic,bees,52,7,45
2494,atlantic,hoverflies,25,0,25
2495,atlantic,bees,61,16,45
2495,atlantic,hoverflies,51,6,45
2496,atlantic,bees,24,4,20
2496,atlantic,hoverflies,18,0,18
2505,atlantic,bees,9,3,6
2505,atlantic,hoverflies,9,0,9
2506,atlantic,bees,7,1,6
2506,atlantic,hoverflies,1,0,1
2531,mediterranean,bees,54,13,41
2531,mediterranean,hoverflies,28,12,16
2534,mediterranean,bees,43,22,21
2534,mediterranean,hoverflies,29,4,25
2535,mediterranean,bees,43,11,32
2535,mediterranean,hoverflies,20,3,17
2536,continental,bees,19,6,13
2536,continental,hoverflies,10,0,10
2537,continental,bees,19,2,17
2537,continental,hoverflies,12,1,11
2538,continental,bees,8,1,7
2538,continental,hoverflies,14,0,14
2539,continental,bees,4,0,4
2539,continental,hoverflies,21,0,21
2540,atlantic,bees,6,3,3
2540,atlantic,hoverflies,21,1,20
2541,atlantic,bees,12,4,8
2541,atlantic,hoverflies,27,0,27
2542,atlantic,bees,6,5,1
2542,atlantic,hoverflies,15,0,15
2543,atlantic,bees,40,8,32
2543,atlantic,hoverflies,29,1,28
2544,atlantic,bees,13,4,9
2544,atlantic,hoverflies,16,1,15
2545,atlantic,bees,27,5,22
2545,atlantic,hoverflies,28,0,28
2546,atlantic,bees,66,16,50
2546,atlantic,hoverflies,26,1,25
2547,atlantic,bees,42,4,38
2547,atlantic,hoverflies,45,4,41
2548,atlantic,bees,72,23,49
2548,atlantic,hoverflies,49,8,41
2558,atlantic,bees,5,1,4
2558,atlantic,hoverflies,1,0,1
2583,mediterranean,bees,25,1,24
2583,mediterranean,hoverflies,5,0,5
2584,mediterranean,bees,21,4,17
2584,mediterranean,hoverflies,7,0,7
2586,mediterranean,bees,30,15,15
2586,mediterranean,hoverflies,3,0,3
2587,mediterranean,bees,74,31,43
2587,mediterranean,hoverflies,40,5,35
2588,mediterranean,bees,44,11,33
2588,mediterranean,hoverflies,15,0,15
2589,mediterranean,bees,24,2,22
2589,mediterranean,hoverflies,13,0,13
2590,continental,bees,13,4,9
2590,continental,hoverflies,8,1,7
2591,continental,bees,21,4,17
2591,continental,hoverflies,23,1,22
2592,continental,bees,6,0,6
2592,continental,hoverflies,17,0,17
2593,atlantic,bees,14,5,9
2593,atlantic,hoverflies,24,0,24
2594,atlantic,bees,12,4,8
2594,atlantic,hoverflies,18,0,18
2595,atlantic,bees,50,18,32
2595,atlantic,hoverflies,40,8,32
2596,atlantic,bees,21,7,14
2596,atlantic,hoverflies,21,0,21
2597,atlantic,bees,13,1,12
2597,atlantic,hoverflies,17,0,17
2598,atlantic,bees,36,8,28
2598,atlantic,hoverflies,35,3,32
2600,atlantic,bees,55,14,41
2600,atlantic,hoverflies,51,10,41
2636,mediterranean,bees,31,6,25
2636,mediterranean,hoverflies,10,0,10
2639,mediterranean,bees,29,12,17
2639,mediterranean,hoverflies,7,0,7
2640,mediterranean,bees,39,8,31
2640,mediterranean,hoverflies,8,1,7
2641,mediterranean,bees,29,3,26
2641,mediterranean,hoverflies,19,0,19
2642,continental,bees,29,6,23
2642,continental,hoverflies,20,1,19
2643,continental,bees,12,4,8
2643,continental,hoverflies,14,4,10
2644,continental,bees,20,6,14
2644,continental,hoverflies,13,1,12
2645,continental,bees,5,0,5
2645,continental,hoverflies,16,0,16
2646,atlantic,bees,8,1,7
2646,atlantic,hoverflies,26,0,26
2647,atlantic,bees,39,21,18
2647,atlantic,hoverflies,31,5,26
2648,atlantic,bees,46,11,35
2648,atlantic,hoverflies,35,2,33
2649,atlantic,bees,33,14,19
2649,atlantic,hoverflies,29,6,23
2650,atlantic,bees,23,5,18
2650,atlantic,hoverflies,33,1,32
2653,atlantic,bees,27,3,24
2653,atlantic,hoverflies,34,3,31
2689,mediterranean,bees,7,0,7
2689,mediterranean,hoverflies,3,0,3
2692,mediterranean,bees,6,4,2
2692,mediterranean,hoverflies,1,0,1
2693,mediterranean,bees,39,10,29
2693,mediterranean,hoverflies,11,0,11
2694,mediterranean,bees,64,20,44
2694,mediterranean,hoverflies,28,5,23
2695,continental,bees,11,2,9
2695,continental,hoverflies,13,0,13
2696,continental,bees,20,10,10
2696,continental,hoverflies,13,2,11
2697,continental,bees,10,3,7
2697,continental,hoverflies,12,1,11
2698,atlantic,bees,8,1,7
2698,atlantic,hoverflies,23,0,23
2699,atlantic,bees,13,10,3
2699,atlantic,hoverflies,16,0,16
2700,atlantic,bees,27,11,16
2700,atlantic,hoverflies,25,1,24
2701,atlantic,bees,28,10,18
2701,atlantic,hoverflies,30,4,26
2702,atlantic,bees,26,7,19
2702,atlantic,hoverflies,16,0,16
2703,atlantic,bees,69,30,39
2703,atlantic,hoverflies,40,1,39
2741,mediterranean,bees,16,2,14
2741,mediterranean,hoverflies,10,0,10
2746,mediterranean,bees,62,18,44
2746,mediterranean,hoverflies,38,2,36
2747,continental,bees,27,6,21
2747,continental,hoverflies,27,1,26
2748,continental,bees,12,8,4
2748,continental,hoverflies,7,0,7
2749,continental,bees,18,3,15
2749,continental,hoverflies,13,0,13
2750,continental,bees,15,7,8
2750,continental,hoverflies,29,7,22
2751,continental,bees,4,2,2
2751,continental,hoverflies,7,1,6
2752,atlantic,bees,12,3,9
2752,atlantic,hoverflies,17,1,16
2753,atlantic,bees,12,1,11
2753,atlantic,hoverflies,26,4,22
2754,atlantic,bees,30,15,15
2754,atlantic,hoverflies,17,0,17
2755,atlantic,bees,79,31,48
2755,atlantic,hoverflies,28,2,26
2756,atlantic,bees,48,18,30
2756,atlantic,hoverflies,2,0,2
2794,mediterranean,bees,11,1,10
2794,mediterranean,hoverflies,2,0,2
2799,mediterranean,bees,45,11,34
2799,mediterranean,hoverflies,24,1,23
2800,continental,bees,20,6,14
2800,continental,hoverflies,14,0,14
2801,continental,bees,19,2,17
2801,continental,hoverflies,24,0,24
2802,continental,bees,8,2,6
2802,continental,hoverflies,6,0,6
2803,continental,bees,8,4,4
2803,continental,hoverflies,24,1,23
2804,continental,bees,10,1,9
2804,continental,hoverflies,15,1,14
2805,atlantic,bees,4,1,3
2805,atlantic,hoverflies,15,0,15
2806,atlantic,bees,18,4,14
2806,atlantic,hoverflies,25,1,24
2807,atlantic,bees,72,37,35
2807,atlantic,hoverflies,28,2,26
2808,atlantic,bees,66,27,39
2808,atlantic,hoverflies,15,0,15
2851,mediterranean,bees,65,25,40
2851,mediterranean,hoverflies,30,3,27
2852,mediterranean,bees,44,6,38
2852,mediterranean,hoverflies,18,1,17
2853,continental,bees,35,4,31
2853,continental,hoverflies,17,0,17
2854,continental,bees,12,2,10
2854,continental,hoverflies,12,1,11
2855,continental,bees,9,2,7
2855,continental,hoverflies,43,7,36
2856,continental,bees,17,5,12
2856,continental,hoverflies,26,5,21
2857,continental,bees,7,3,4
2857,continental,hoverflies,7,0,7
2858,atlantic,bees,15,9,6
2858,atlantic,hoverflies,9,0,9
2859,atlantic,bees,26,7,19
2859,atlantic,hoverflies,22,1,21
2860,atlantic,bees,86,36,50
2860,atlantic,hoverflies,28,1,27
2861,atlantic,bees,79,34,45
2861,atlantic,hoverflies,75,25,50
2903,mediterranean,bees,16,5,11
2903,mediterranean,hoverflies,18,0,18
2904,mediterranean,bees,62,22,40
2904,mediterranean,hoverflies,21,2,19
2905,mediterranean,bees,30,12,18
2905,mediterranean,hoverflies,22,2,20
2906,continental,bees,40,13,27
2906,continental,hoverflies,30,2,28
2907,continental,bees,7,1,6
2907,continental,hoverflies,10,0,10
2908,continental,bees,7,2,5
2908,continental,hoverflies,15,3,12
2909,continental,bees,7,1,6
2909,continental,hoverflies,6,1,5
2910,continental,bees,7,4,3
2910,continental,hoverflies,4,0,4
2911,continental,bees,27,12,15
2911,continental,hoverflies,13,0,13
2912,atlantic,bees,69,19,50
2912,atlantic,hoverflies,13,0,13
2913,atlantic,bees,87,39,48
2913,atlantic,hoverflies,47,7,40
2914,atlantic,bees,78,30,48
2914,atlantic,hoverflies,77,28,49
2956,mediterranean,bees,66,20,46
2956,mediterranean,hoverflies,27,0,27
2957,mediterranean,bees,52,18,34
2957,mediterranean,hoverflies,13,3,10
2958,continental,bees,29,6,23
2958,continental,hoverflies,15,0,15
2959,continental,bees,24,5,19
2959,continental,hoverflies,21,0,21
2960,continental,bees,33,5,28
2960,continental,hoverflies,23,0,23
2961,continental,bees,14,1,13
2961,continental,hoverflies,9,2,7
2962,continental,bees,2,1,1
