"","family","scientificName","Group","1921-1940","1941-1960","1961-1980","1981-2000","2001-2020","trend_mediterranean","sde_mediterranean","trend_alpine","sde_alpine","trend_atlantic","sde_atlantic","trend_continental","sde_continental","trend_boreal","sde_boreal"
"727","Apidae","Eucera taurica","bees",12,14,16,84,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","Apidae","Eucera terminata","bees",4,5,13,40,296,-0.0365035150657947,0.0100181830940319,NA,NA,NA,NA,NA,NA,NA,NA
"729","Apidae","Eucera tricincta","bees",3,11,49,42,129,-0.0259942777717635,0.0155874324529294,NA,NA,NA,NA,NA,NA,NA,NA
"730","Apidae","Eucera tristis","bees",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","Apidae","Eucera velutina","bees",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","Apidae","Eucera vittulata","bees",1,0,10,10,19,0.127132429507416,0.101277107346113,NA,NA,NA,NA,NA,NA,NA,NA
"733","Apidae","Eucera vulpes","bees",42,7,142,153,395,0.0251557156097036,0.0063953693966197,0.107721155312026,0.0851107116583259,NA,NA,0.0498713475713575,0.0100773777891395,NA,NA
"734","Apidae","Habropoda ezonata","bees",0,0,0,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","Apidae","Habropoda tarsata","bees",12,36,104,305,243,0.0791828760297233,0.0272665829000093,NA,NA,NA,NA,-0.0192603742446641,0.012706556610798,NA,NA
"736","Apidae","Habropoda zonatula","bees",0,48,48,63,77,0.0744037369826898,0.0380149752299087,NA,NA,NA,NA,NA,NA,NA,NA
"737","Apidae","Melecta aegyptiaca","bees",7,5,8,1,12,-0.235154459230428,0.0962071170698603,NA,NA,NA,NA,NA,NA,NA,NA
"738","Apidae","Melecta albifrons","bees",259,319,627,766,2517,-0.0336107265700688,0.00799694365637466,-0.00336061921287071,0.00578584786843432,0.0383016232301956,0.00277443082999744,-0.00575770220935678,0.00290185117988052,0.0355274748491313,0.0247482328144265
"739","Apidae","Melecta duodecimmaculata","bees",10,6,11,0,4,-0.12527318608745,0.0358024249078715,NA,NA,NA,NA,NA,NA,NA,NA
"740","Apidae","Melecta festiva","bees",13,7,31,20,17,-0.115925646424859,0.0410152578993702,-0.0520469252776035,0.0453343484794088,NA,NA,NA,NA,NA,NA
"741","Apidae","Melecta fulgida","bees",0,2,29,0,3,-0.135534806483034,0.0381557014521128,NA,NA,NA,NA,NA,NA,NA,NA
"742","Apidae","Melecta funeraria","bees",0,12,16,3,11,0.00906120836354883,0.0348058451346519,NA,NA,NA,NA,NA,NA,NA,NA
"743","Apidae","Melecta gracilipes","bees",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","Apidae","Melecta grandis","bees",0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","Apidae","Melecta guichardi","bees",0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","Apidae","Melecta guilochei","bees",0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","Apidae","Melecta italica","bees",20,25,31,29,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","Apidae","Melecta leucorhyncha","bees",13,17,38,1,10,-0.116953510925529,0.0325820271662241,NA,NA,NA,NA,-0.240490325234382,0.0945672436636186,NA,NA
"749","Apidae","Melecta luctuosa","bees",230,221,112,163,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","Apidae","Melecta mundula","bees",2,4,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","Apidae","Melecta obscura","bees",15,14,18,10,43,-0.00174909556234332,0.0141634140876054,NA,NA,NA,NA,0.0113007819072035,0.024800288207504,NA,NA
"752","Apidae","Melecta tuberculata","bees",9,18,64,1,7,-0.0975407762156541,0.011357770619669,NA,NA,NA,NA,NA,NA,NA,NA
"753","Apidae","Nomada accentifera","bees",0,0,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Apidae","Nomada achaica","bees",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","Apidae","Nomada aeginaica","bees",0,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","Apidae","Nomada agrestis","bees",0,10,37,51,117,-0.00149547604644114,0.00753189725271599,NA,NA,NA,NA,NA,NA,NA,NA
"757","Apidae","Nomada alboguttata","bees",150,510,638,729,2782,0.0186203038127272,0.035745956398525,0.00476511867411219,0.00669012165914704,0.00109162547274187,0.0039851481994047,0.0195206448320665,0.0054168602431519,-0.0108688862792745,0.00441231282793471
"758","Apidae","Nomada alpigena","bees",0,1,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","Apidae","Nomada argentata","bees",52,72,29,44,142,0.166447309938274,0.077623372063712,-0.0873736251874904,0.0404667763695266,-0.0865828376365824,0.0182223744813131,-0.0883730772921829,0.0129604597427874,-0.012253355197517,0.0126722830801815
"760","Apidae","Nomada ariasi","bees",2,1,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","Apidae","Nomada armata","bees",103,133,95,147,649,0.0148448174088508,0.011245174617145,0.00831208354276657,0.00582262765025347,0.00236504037565096,0.00759877657879831,-0.00289137181626052,0.00473532116218002,-0.0400069174343606,0.00878878510830347
"762","Apidae","Nomada arrogans","bees",0,3,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","Apidae","Nomada atroscutellaris","bees",8,17,60,142,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","Apidae","Nomada babiyi","bees",0,4,11,11,37,0.0838944214567685,0.0505358844425739,NA,NA,NA,NA,NA,NA,NA,NA
"765","Apidae","Nomada baccata","bees",52,90,107,157,275,NA,NA,NA,NA,-0.046459361530579,0.00774372596469516,-0.0334175608109364,0.0116993367606931,-0.0263759474705012,0.00865191152242144
"766","Apidae","Nomada barcelonensis","bees",0,0,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","Apidae","Nomada basalis","bees",19,26,80,158,387,0.0709569139863333,0.00753679196046052,-0.0328915310777819,0.0315621908538855,NA,NA,-0.0481803473708636,0.025557677527424,NA,NA
"768","Apidae","Nomada beaumonti","bees",1,2,16,33,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","Apidae","Nomada bifasciata","bees",84,154,195,357,1559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","Apidae","Nomada bispinosa","bees",3,10,25,25,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","Apidae","Nomada blepharipes","bees",5,16,26,8,7,-0.0852680518689657,0.0299745082660833,NA,NA,NA,NA,NA,NA,NA,NA
"772","Apidae","Nomada bluethgeni","bees",7,9,51,36,54,0.0613289891362865,0.0205623819755172,NA,NA,NA,NA,-0.122184296592157,0.0406255271324378,NA,NA
"773","Apidae","Nomada bouceki","bees",0,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","Apidae","Nomada braunsiana","bees",17,13,28,27,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","Apidae","Nomada breviscapa","bees",0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","Apidae","Nomada calimorpha","bees",4,58,18,1,12,0.0117763703862949,0.0368742080463912,NA,NA,NA,NA,NA,NA,NA,NA
"777","Apidae","Nomada carnifex","bees",30,19,44,50,30,-0.0661444775100569,0.0117741368642077,NA,NA,NA,NA,-0.0174908140387163,0.0237798104885788,NA,NA
"778","Apidae","Nomada caspia","bees",1,2,29,11,111,-0.00798130543703329,0.0126090957223139,NA,NA,NA,NA,NA,NA,NA,NA
"779","Apidae","Nomada castellana","bees",20,18,53,74,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","Apidae","Nomada cherkesiana","bees",0,25,6,5,27,-0.0955915142510916,0.049136208430799,NA,NA,NA,NA,NA,NA,NA,NA
"781","Apidae","Nomada collarae","bees",0,1,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","Apidae","Nomada concolor","bees",3,17,17,15,6,-0.0310893367966435,0.0178500193655409,NA,NA,NA,NA,-0.0569348390871985,0.074043343231647,NA,NA
"783","Apidae","Nomada confinis","bees",0,9,14,4,8,0.008246540009848,0.0186561565963208,NA,NA,NA,NA,NA,NA,NA,NA
"784","Apidae","Nomada conjungens","bees",65,49,76,174,478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","Apidae","Nomada connectens","bees",4,8,20,11,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","Apidae","Nomada corcyraea","bees",1,2,9,11,23,-0.00901831828292634,0.0127019247618604,NA,NA,NA,NA,NA,NA,NA,NA
"787","Apidae","Nomada coronata","bees",0,1,26,12,26,0.0068637697951892,0.0231445408362715,NA,NA,NA,NA,NA,NA,NA,NA
"788","Apidae","Nomada crenulata","bees",0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","Apidae","Nomada cretensis","bees",0,0,11,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","Apidae","Nomada cristata","bees",0,1,26,9,16,-0.0660525036844123,0.167966846180883,NA,NA,NA,NA,NA,NA,NA,NA
"791","Apidae","Nomada cruenta","bees",2,24,39,14,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","Apidae","Nomada cypria","bees",0,6,4,5,7,-0.0514561692628489,0.0277376303146069,NA,NA,NA,NA,NA,NA,NA,NA
"793","Apidae","Nomada cypricola","bees",3,9,1,7,0,-0.281021290999843,0.169965757703089,NA,NA,NA,NA,NA,NA,NA,NA
"794","Apidae","Nomada diacantha","bees",0,0,9,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","Apidae","Nomada dira","bees",3,0,15,41,29,-0.0656264673851347,0.0276126538046603,NA,NA,NA,NA,NA,NA,NA,NA
"796","Apidae","Nomada discedens","bees",1,8,33,30,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","Apidae","Nomada discrepans","bees",8,5,55,68,59,-0.0574650368720333,0.00731888002222665,NA,NA,0.139989292608293,0.0863376560146949,-4.33075105946227e-05,0.0302431465581477,NA,NA
"798","Apidae","Nomada distinguenda","bees",125,175,294,152,545,0.00853634570118289,0.00828183219587463,-0.0402877148854926,0.00949976628475759,-0.0151582067821845,0.00601753673071189,-0.0023870353900623,0.00409663217531943,-0.251247131606254,0.146371701784378
"799","Apidae","Nomada dolosa","bees",0,0,2,17,6,-0.146252976494657,0.120478919446218,NA,NA,NA,NA,NA,NA,NA,NA
"800","Apidae","Nomada duplex","bees",1,3,19,16,22,-0.0441360235932059,0.0180355188328454,NA,NA,NA,NA,NA,NA,NA,NA
"801","Apidae","Nomada ebmeri","bees",0,0,11,5,20,0.013873492522834,0.0169021377679707,NA,NA,NA,NA,NA,NA,NA,NA
"802","Apidae","Nomada elsei","bees",0,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","Apidae","Nomada emarginata","bees",45,46,161,104,86,NA,NA,-0.0205089034377929,0.0105900068723292,NA,NA,-0.0211105523736258,0.00776312510298879,NA,NA
"804","Apidae","Nomada eos","bees",0,1,5,8,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","Apidae","Nomada errans","bees",15,19,35,14,23,NA,NA,-0.0158948205911497,0.0114720078265082,NA,NA,-0.0163919199088126,0.00724309430075455,NA,NA
"806","Apidae","Nomada erythrocephala","bees",2,2,19,15,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807","Apidae","Nomada fabriciana","bees",399,341,1142,3270,6396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","Apidae","Nomada facilis","bees",24,23,51,89,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","Apidae","Nomada fallax","bees",1,1,20,25,63,0.109884798748964,0.0597693397965687,NA,NA,NA,NA,NA,NA,NA,NA
"810","Apidae","Nomada femoralis","bees",106,143,173,194,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","Apidae","Nomada fenestrata","bees",1,3,14,9,4,-0.0189901099213868,0.0181821598164043,NA,NA,NA,NA,NA,NA,NA,NA
"812","Apidae","Nomada ferruginata","bees",41,101,126,330,1487,0.0623370856793909,0.0604394829438957,-0.0173766009185595,0.0108933620041748,0.0305194144125852,0.00125984640582176,0.0242522531089065,0.00834839772951897,0.0762174352831921,0.0162642832845146
"813","Apidae","Nomada filicornis","bees",4,0,2,13,13,0.398683203920987,0.225521239911975,NA,NA,NA,NA,NA,NA,NA,NA
"814","Apidae","Nomada flava","bees",352,533,3274,4815,7748,0.011258618049952,0.0167551139312878,-0.00992919613904033,0.00568052067402797,0.0548515564540052,0.0069570500650589,0.00642622797283616,0.00446792400620101,NA,NA
"815","Apidae","Nomada flavigenis","bees",0,0,5,2,11,-0.112620591273351,0.132760847803908,NA,NA,NA,NA,NA,NA,NA,NA
"816","Apidae","Nomada flavilabris","bees",3,4,2,2,5,NA,NA,-0.0382970353126962,0.034518506554955,NA,NA,NA,NA,NA,NA
"817","Apidae","Nomada flavinervis","bees",0,0,9,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818","Apidae","Nomada flavoguttata","bees",499,493,1542,4235,9370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","Apidae","Nomada flavopicta","bees",308,455,528,720,2249,-0.00517076063693387,0.00950010049589302,0.00138035476601459,0.00548970593734063,-0.0128936148966644,0.00404278772622554,0.010308788586456,0.00358670426902369,-0.0184826034638838,0.00469681649227166
"820","Apidae","Nomada fucata","bees",153,384,552,1800,4778,0.00943774052683519,0.00481728169386109,0.0152591476404777,0.00771697335054469,0.0440879393900167,0.00536143873274989,0.0234496563035,0.00299263930962356,0.0549569748320583,0.0276739383265779
"821","Apidae","Nomada fulvicornis","bees",343,421,435,834,1913,0.00606522903499048,0.00505813529948095,-0.0441511350928279,0.0197613186196664,-0.0171876724387863,0.00366514901673154,-0.0221590383779026,0.0056709901830525,-0.0127219396850686,0.0077406339718077
"822","Apidae","Nomada furva","bees",18,31,75,30,78,0.0272672421811932,0.0285187072770049,-0.0102092173980144,0.00976243833849664,-0.0384597287245497,0.0142072135449965,-0.0253686253163931,0.00904343275756587,NA,NA
"823","Apidae","Nomada furvoides","bees",4,10,26,28,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","Apidae","Nomada fusca","bees",45,127,66,104,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","Apidae","Nomada fuscicornis","bees",104,336,221,136,437,0.01696065531393,0.0134475734911193,0.0247337556455715,0.00995244111883879,-0.0692500968262231,0.0133706056285475,-0.0158606676430091,0.00618244182815756,-0.0404692868441662,0.0132539549604758
"826","Apidae","Nomada gageae","bees",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","Apidae","Nomada glaberrima","bees",1,1,30,23,57,-0.00107135905069889,0.0147427041680819,NA,NA,NA,NA,NA,NA,NA,NA
"828","Apidae","Nomada glaucopis","bees",6,8,59,91,110,-0.00357039758588773,0.00521443898022079,NA,NA,NA,NA,NA,NA,NA,NA
"829","Apidae","Nomada goodeniana","bees",250,445,713,2644,7245,0.0129521205617212,0.00660116166713146,0.013911429312466,0.00491061739663679,0.017448921287609,0.00350717359402927,0.0137050439602134,0.00480184770803411,0.0140674480146822,0.00540853572157157
"830","Apidae","Nomada gransassoi","bees",0,6,15,20,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","Apidae","Nomada gredosiana","bees",0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","Apidae","Nomada gribodoi","bees",0,0,10,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","Apidae","Nomada gruenwaldti","bees",0,0,2,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","Apidae","Nomada guichardi","bees",0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","Apidae","Nomada guttulata","bees",23,58,58,131,345,-0.00165814080715321,0.00824786321219064,0.0144577007681205,0.00884322929699059,-0.00208374639319066,0.00688783025804429,0.00619357870645174,0.00402147444617359,-0.000712338373025368,0.00818517329931447
"836","Apidae","Nomada hera","bees",0,0,6,7,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837","Apidae","Nomada hirtipes","bees",27,39,67,257,330,0.0926969249277622,0.0973730092323131,0.00283764842914087,0.017969854813825,-0.0230605227707917,0.0108017364651402,-0.00814775504592763,0.00800459759912851,NA,NA
"838","Apidae","Nomada hispanica","bees",0,1,11,17,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","Apidae","Nomada hungarica","bees",1,1,12,10,17,-0.00630214974069641,0.0101506880573295,NA,NA,NA,NA,NA,NA,NA,NA
"840","Apidae","Nomada illustris","bees",1,4,17,25,36,-0.0522452333834813,0.0181951645666423,NA,NA,NA,NA,NA,NA,NA,NA
"841","Apidae","Nomada immaculata","bees",0,1,3,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","Apidae","Nomada imperialis","bees",0,1,13,18,21,-0.0400991322335437,0.0348604671299799,NA,NA,NA,NA,NA,NA,NA,NA
"843","Apidae","Nomada incisa","bees",3,1,8,9,4,0.0260596518134508,0.0225779983655237,NA,NA,NA,NA,NA,NA,NA,NA
"844","Apidae","Nomada insignipes","bees",0,1,16,32,28,-0.00868059461916877,0.0199149122790857,NA,NA,NA,NA,NA,NA,NA,NA
"845","Apidae","Nomada integra","bees",182,167,289,501,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","Apidae","Nomada italica","bees",0,11,2,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","Apidae","Nomada kervilleana","bees",0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","Apidae","Nomada kohli","bees",20,16,50,44,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","Apidae","Nomada kornosica","bees",0,5,4,4,3,-0.291241488128879,0.15869874321302,NA,NA,NA,NA,NA,NA,NA,NA
"850","Apidae","Nomada kriesteni","bees",0,0,3,3,6,0.00253353578079307,0.0232304206768673,NA,NA,NA,NA,NA,NA,NA,NA
"851","Apidae","Nomada lamellata","bees",0,1,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","Apidae","Nomada lapillula","bees",0,0,7,0,52,0.0476776186786174,0.0461658890409962,NA,NA,NA,NA,NA,NA,NA,NA
"853","Apidae","Nomada lateritia","bees",0,0,0,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","Apidae","Nomada lathburiana","bees",274,406,656,1053,6069,-0.0038431885497966,0.0415959773820359,0.00139836681874579,0.00554178998232414,0.0365195796519581,0.00372303233378742,0.0555275296308031,0.0056503094968319,-0.0352296135992829,0.0083863272815588
"855","Apidae","Nomada laticrus","bees",0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","Apidae","Nomada leucophthalma","bees",259,247,487,924,3240,0.12566718604113,0.0715164613818213,0.0126056312559085,0.00651751686891885,-0.00851540196899868,0.00411438218690856,-0.00132841599126496,0.00373559156197053,-0.119733121334244,0.0359019015642203
"857","Apidae","Nomada limassolica","bees",0,42,2,9,24,-0.140088442953004,0.0551205666296382,NA,NA,NA,NA,NA,NA,NA,NA
"858","Apidae","Nomada linsenmaieri","bees",2,8,38,70,137,0.0476590726051747,0.00583519370056226,0.006601301799593,0.0174266983478682,-0.0177762303514782,0.0365404236589429,NA,NA,NA,NA
"859","Apidae","Nomada lucidula","bees",0,0,18,14,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","Apidae","Nomada lutea","bees",1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","Apidae","Nomada luteipes","bees",0,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","Apidae","Nomada maculicornis","bees",2,0,17,31,22,0.00290107754396596,0.0142945947175044,NA,NA,NA,NA,NA,NA,NA,NA
"863","Apidae","Nomada mandibularis","bees",0,0,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","Apidae","Nomada marshamella","bees",547,461,1471,3430,5066,0.00579896436578628,0.0201765372268414,0.0104250900227855,0.00583999568352743,-0.00165429268666536,0.0030515055420207,0.00799146155855555,0.00442142307103275,0.0324359773347291,0.00882132349138177
"865","Apidae","Nomada mauritanica","bees",10,18,40,19,15,-0.158852063609168,0.119489327091165,-0.0167722538899892,0.0203659449054456,NA,NA,NA,NA,NA,NA
"866","Apidae","Nomada mavromoustakisi","bees",0,0,1,1,11,0.0389237599628467,0.031756627421991,NA,NA,NA,NA,NA,NA,NA,NA
"867","Apidae","Nomada maxschwarzi","bees",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868","Apidae","Nomada melanopyga","bees",8,0,2,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","Apidae","Nomada melathoracica","bees",41,39,28,56,65,-0.0571359937089897,0.0206029054209256,-0.147239559463671,0.071976565287953,-0.0706474432411621,0.0268096779063925,-0.0255169533147192,0.01067146978768,NA,NA
"870","Apidae","Nomada merceti","bees",4,7,47,19,41,-0.0758874452223165,0.0309286548774413,NA,NA,NA,NA,NA,NA,NA,NA
"871","Apidae","Nomada minuscula","bees",1,13,30,19,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"872","Apidae","Nomada mitaii","bees",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","Apidae","Nomada mocsaryi","bees",3,24,28,20,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","Apidae","Nomada moeschleri","bees",27,17,22,67,281,NA,NA,0.0906293665395364,0.0126224473504142,NA,NA,0.0809332470759714,0.0197727051890453,-0.0282347072697073,0.0116758793621607
"875","Apidae","Nomada montarco","bees",2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"876","Apidae","Nomada moravitzii","bees",0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"877","Apidae","Nomada mutabilis","bees",29,32,66,32,108,0.0307956862580902,0.0245712537636974,-0.0336159398718518,0.0124174906960925,-0.109723517264167,0.0506616727085034,-0.0339615074897045,0.0158691729664504,NA,NA
"878","Apidae","Nomada mutica","bees",17,12,14,53,82,0.167436539098172,0.0653318567333397,0.0228084856232422,0.0167659428050393,0.0402225014766792,0.0190944840434478,0.0155299636470057,0.0105231747648863,NA,NA
"879","Apidae","Nomada nausicaa","bees",3,1,16,14,60,0.0346077083119715,0.0448594650268143,NA,NA,NA,NA,NA,NA,NA,NA
"880","Apidae","Nomada nesiotica","bees",5,17,1,0,0,-0.43227060003473,0.242973832027684,NA,NA,NA,NA,NA,NA,NA,NA
"881","Apidae","Nomada nigrifrons","bees",0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"882","Apidae","Nomada nigrilabris","bees",0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883","Apidae","Nomada nigrospina","bees",0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"884","Apidae","Nomada nigrovaria","bees",7,1,14,28,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885","Apidae","Nomada nobilis","bees",3,9,75,95,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"886","Apidae","Nomada noskiewiczi","bees",5,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"887","Apidae","Nomada numida","bees",4,7,39,12,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"888","Apidae","Nomada obscura","bees",17,93,208,142,451,NA,NA,0.00942237997653593,0.0111392432424234,-0.00112795583032075,0.00680515435224532,0.00246406539317579,0.00719992984176853,-0.179102870387934,0.0498760127962553
"889","Apidae","Nomada obtusifrons","bees",149,71,122,97,84,NA,NA,-0.002384276657032,0.00735020130067521,-0.0404442350396485,0.00534466852266897,-0.00767435972287213,0.00719849656927329,-0.0294904031725288,0.00521311337234298
"890","Apidae","Nomada oculata","bees",1,0,4,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","Apidae","Nomada opaca","bees",24,28,18,22,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892","Apidae","Nomada opaciformis","bees",0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"893","Apidae","Nomada oralis","bees",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"894","Apidae","Nomada orbitalis","bees",4,1,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"895","Apidae","Nomada ottomanensis","bees",0,0,13,1,21,0.0117764108790297,0.0210809433895083,NA,NA,NA,NA,NA,NA,NA,NA
"896","Apidae","Nomada pallispinosa","bees",1,1,19,30,75,0.00029439202115985,0.0127414538277491,NA,NA,NA,NA,NA,NA,NA,NA
"897","Apidae","Nomada panurgina","bees",2,4,22,31,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898","Apidae","Nomada panzeri","bees",637,697,1450,2896,5450,0.0498371876967178,0.0277821939813922,-0.000129327326076757,0.00316369368853646,-0.0193295011016714,0.00560228964392581,-0.00312695516439476,0.00436189876971755,-0.0158076701270099,0.00362028553323791
"899","Apidae","Nomada pastoralis","bees",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900","Apidae","Nomada pectoralis","bees",1,2,17,13,16,-0.000653524073949207,0.00446258774377278,NA,NA,NA,NA,NA,NA,NA,NA
"901","Apidae","Nomada piccioliana","bees",25,13,19,38,32,0.0445088685293411,0.0119536489988451,-0.00950333637982364,0.0127874928496124,NA,NA,-0.0324858477660561,0.011588207475874,NA,NA
"902","Apidae","Nomada piliventris","bees",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"903","Apidae","Nomada pilosa","bees",0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"904","Apidae","Nomada platythorax","bees",0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","Apidae","Nomada pleurosticta","bees",17,13,38,42,44,-0.0827414044474835,0.0739763601200702,-0.0126331317935004,0.0127604466889773,0.0238328161023735,0.0373447455644445,-0.00804575279541189,0.0113574171297871,NA,NA
"906","Apidae","Nomada polemediana","bees",1,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"907","Apidae","Nomada posthuma","bees",1,6,4,10,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","Apidae","Nomada priesneri","bees",0,0,2,6,17,-0.0693881000903547,0.0968885168590004,NA,NA,NA,NA,NA,NA,NA,NA
"909","Apidae","Nomada propinqua","bees",0,1,7,24,64,0.038961848666925,0.0208416019801201,NA,NA,NA,NA,NA,NA,NA,NA
"910","Apidae","Nomada pulchra","bees",1,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911","Apidae","Nomada pygidialis","bees",1,6,20,9,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"912","Apidae","Nomada pyrgosica","bees",0,0,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"913","Apidae","Nomada radoszkowskii","bees",0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
