"","sample","Assemblage","m","Method","Order.q","qD","qD.LCL","qD.UCL","SC","SC.LCL","SC.UCL","region_year","region_100","endYear"
"145","Rboreal_Y2013","data",200,"Rarefaction",0,85.2867905936252,83.2558882885818,87.3176928986685,0.800358988998958,0.792126532895924,0.808591445101991,"Rboreal_Y2013","boreal",2013
"146","Rboreal_Y2014","data",200,"Rarefaction",0,81.9991629127126,80.0995836882477,83.8987421371774,0.79332062811824,0.785303984718268,0.801337271518212,"Rboreal_Y2014","boreal",2014
"147","Rboreal_Y2015","data",200,"Rarefaction",0,90.3248691267228,88.1948199726617,92.4549182807838,0.774706977293968,0.764093533645638,0.785320420942297,"Rboreal_Y2015","boreal",2015
"148","Rboreal_Y2016","data",200,"Rarefaction",0,89.0178545645279,87.0530769340626,90.9826321949931,0.789066669142595,0.779284119403879,0.798849218881312,"Rboreal_Y2016","boreal",2016
"149","Rboreal_Y2017","data",200,"Rarefaction",0,87.7065225660421,85.4753132038819,89.9377319282023,0.780850219109927,0.769952975902568,0.791747462317286,"Rboreal_Y2017","boreal",2017
"150","Rboreal_Y2018","data",200,"Rarefaction",0,88.6346507764027,86.509023792727,90.7602777600784,0.779362274518852,0.76993060113357,0.788793947904134,"Rboreal_Y2018","boreal",2018
"151","Rboreal_Y2019","data",200,"Rarefaction",0,89.149203423559,86.5365048498529,91.7619019972652,0.786487547867112,0.772598432348446,0.800376663385778,"Rboreal_Y2019","boreal",2019
"152","Rboreal_Y2020","data",200,"Rarefaction",0,84.4895232913744,82.2996424574104,86.6794041253383,0.789849988570808,0.780943454689123,0.798756522452492,"Rboreal_Y2020","boreal",2020
"153","Rcontinental_Y1938","data",200,"Rarefaction",0,3.56000987632156,2.27686272408987,4.84315702855325,0.994455792238102,0.989344477323949,0.999567107152255,"Rcontinental_Y1938","continental",1938
"154","Rcontinental_Y1955","data",200,"Rarefaction",0,73.1012460730756,65.4438283779155,80.7586637682357,0.839086624290388,0.795925739863434,0.882247508717342,"Rcontinental_Y1955","continental",1955
"155","Rcontinental_Y1979","data",200,"Rarefaction",0,75.9050661915926,69.6329197499135,82.1772126332718,0.762309630076831,0.731180984878314,0.793438275275348,"Rcontinental_Y1979","continental",1979
"156","Rcontinental_Y1980","data",200,"Rarefaction",0,47.7062947525719,43.2398544010147,52.1727351041292,0.848413944406806,0.830439891638753,0.866387997174859,"Rcontinental_Y1980","continental",1980
"157","Rcontinental_Y1981","data",200,"Rarefaction",0,64.2396745203989,57.1224638297249,71.356885211073,0.821213772354504,0.79212952258903,0.850298022119978,"Rcontinental_Y1981","continental",1981
"158","Rcontinental_Y1982","data",200,"Rarefaction",0,75.1996633964577,70.9386530775755,79.4606737153399,0.780665650764531,0.761110055515085,0.800221246013977,"Rcontinental_Y1982","continental",1982
"159","Rcontinental_Y1983","data",200,"Rarefaction",0,86.9641660919721,82.6341326491381,91.2941995348061,0.732027211011234,0.710577080562893,0.753477341459576,"Rcontinental_Y1983","continental",1983
"160","Rcontinental_Y1984","data",200,"Rarefaction",0,75.2180431084974,70.5699732768181,79.8661129401766,0.79094244309393,0.77032840076158,0.811556485426281,"Rcontinental_Y1984","continental",1984
"161","Rcontinental_Y1985","data",200,"Rarefaction",0,95.8082223492219,92.6104737511915,99.0059709472523,0.736294474444276,0.724469203740606,0.748119745147947,"Rcontinental_Y1985","continental",1985
"162","Rcontinental_Y1986","data",200,"Rarefaction",0,101.472009537967,99.4229656044703,103.521053471465,0.700221746378896,0.690317534946669,0.710125957811123,"Rcontinental_Y1986","continental",1986
"163","Rcontinental_Y1987","data",200,"Rarefaction",0,100.724371870457,97.122374096152,104.326369644761,0.70902544309856,0.693638662772134,0.724412223424985,"Rcontinental_Y1987","continental",1987
"164","Rcontinental_Y1988","data",200,"Rarefaction",0,84.5326646447946,81.258869697707,87.8064595918822,0.738508313662118,0.725299847299156,0.75171678002508,"Rcontinental_Y1988","continental",1988
"165","Rcontinental_Y1989","data",200,"Rarefaction",0,94.520591910894,91.0508750210183,97.9903088007696,0.712680130834942,0.696628326005125,0.728731935664758,"Rcontinental_Y1989","continental",1989
"166","Rcontinental_Y1990","data",200,"Rarefaction",0,68.5888432792111,63.8668953885845,73.3107911698376,0.753328485057841,0.733025637830444,0.773631332285237,"Rcontinental_Y1990","continental",1990
"167","Rcontinental_Y1991","data",200,"Rarefaction",0,107.507077705703,104.05917441745,110.954980993956,0.687062301143421,0.670079529567606,0.704045072719236,"Rcontinental_Y1991","continental",1991
"168","Rcontinental_Y1992","data",200,"Rarefaction",0,88.3345246613399,84.0665271418042,92.6025221808755,0.71742984279051,0.698789887403951,0.73606979817707,"Rcontinental_Y1992","continental",1992
"169","Rcontinental_Y1993","data",200,"Rarefaction",0,98.7471388408451,94.7302028541644,102.764074827526,0.688710033197635,0.67005559606404,0.70736447033123,"Rcontinental_Y1993","continental",1993
"170","Rcontinental_Y1994","data",200,"Rarefaction",0,93.1012310709218,89.383819151257,96.8186429905866,0.655675631141174,0.640250384303104,0.671100877979244,"Rcontinental_Y1994","continental",1994
"171","Rcontinental_Y1995","data",200,"Rarefaction",0,116.054920425015,110.091474372541,122.01836647749,0.618723882759525,0.589642360105435,0.647805405413615,"Rcontinental_Y1995","continental",1995
"172","Rcontinental_Y1996","data",200,"Rarefaction",0,117.374524548834,113.394299088907,121.354750008761,0.632417710374432,0.611590946751676,0.653244473997188,"Rcontinental_Y1996","continental",1996
"173","Rcontinental_Y1997","data",200,"Rarefaction",0,97.175565535633,93.3510673226772,101.000063748589,0.691428000793611,0.674831655687767,0.708024345899456,"Rcontinental_Y1997","continental",1997
"174","Rcontinental_Y1998","data",200,"Rarefaction",0,86.7052236931693,83.7028740439562,89.7075733423824,0.726017774019653,0.713394771380385,0.738640776658921,"Rcontinental_Y1998","continental",1998
"175","Rcontinental_Y1999","data",200,"Rarefaction",0,63.9785918014176,60.0389521392619,67.9182314635734,0.788687103939278,0.772575251106808,0.804798956771748,"Rcontinental_Y1999","continental",1999
"176","Rcontinental_Y2000","data",200,"Rarefaction",0,71.9963634229173,68.5879053634152,75.4048214824194,0.812050365129327,0.797891376064581,0.826209354194073,"Rcontinental_Y2000","continental",2000
"177","Rcontinental_Y2001","data",200,"Rarefaction",0,82.1104123093891,78.8327314144495,85.3880932043286,0.775899823823694,0.76224279971634,0.789556847931048,"Rcontinental_Y2001","continental",2001
"178","Rcontinental_Y2002","data",200,"Rarefaction",0,82.6526634861254,77.957727244527,87.3475997277238,0.786216731414104,0.765221352404897,0.807212110423312,"Rcontinental_Y2002","continental",2002
"179","Rcontinental_Y2003","data",200,"Rarefaction",0,78.2597570444112,71.3846758340167,85.1348382548057,0.752000399278052,0.724909034705887,0.779091763850218,"Rcontinental_Y2003","continental",2003
"180","Rcontinental_Y2004","data",200,"Rarefaction",0,27.2519413892441,23.3732080801831,31.1306746983052,0.908718495917422,0.891190867888273,0.926246123946572,"Rcontinental_Y2004","continental",2004
"181","Rcontinental_Y2005","data",200,"Rarefaction",0,48.2460318235668,42.3507089224648,54.1413547246689,0.839500402822077,0.814437663005288,0.864563142638867,"Rcontinental_Y2005","continental",2005
"182","Rcontinental_Y2006","data",200,"Rarefaction",0,39.5812263226417,35.4826205464864,43.6798320987969,0.872531396034032,0.855976482846299,0.889086309221765,"Rcontinental_Y2006","continental",2006
"183","Rcontinental_Y2007","data",200,"Rarefaction",0,38.02155128853,34.6811486256863,41.3619539513738,0.864474143264662,0.849769062539557,0.879179223989767,"Rcontinental_Y2007","continental",2007
"184","Rcontinental_Y2008","data",200,"Rarefaction",0,52.4133014258464,48.520085648625,56.3065172030677,0.819916467351871,0.804452738956132,0.83538019574761,"Rcontinental_Y2008","continental",2008
"185","Rcontinental_Y2009","data",200,"Rarefaction",0,115.486923232951,112.777498926862,118.196347539041,0.625293617077717,0.609932452408811,0.640654781746624,"Rcontinental_Y2009","continental",2009
"186","Rcontinental_Y2010","data",200,"Rarefaction",0,73.0116008859411,69.8459491630326,76.1772526088495,0.749911037440687,0.737696162180643,0.762125912700731,"Rcontinental_Y2010","continental",2010
"187","Rcontinental_Y2011","data",200,"Rarefaction",0,87.1974929965796,85.2269148449786,89.1680711481806,0.703857177269061,0.695096691785365,0.712617662752758,"Rcontinental_Y2011","continental",2011
"188","Rcontinental_Y2012","data",200,"Rarefaction",0,79.8164417586578,77.5688017655564,82.0640817517593,0.728705006731521,0.719809042083272,0.73760097137977,"Rcontinental_Y2012","continental",2012
"189","Rcontinental_Y2013","data",200,"Rarefaction",0,69.4052768819764,65.7142066199901,73.0963471439627,0.765617139378399,0.750876847451485,0.780357431305313,"Rcontinental_Y2013","continental",2013
"190","Rcontinental_Y2014","data",200,"Rarefaction",0,65.28839963213,62.5901343624397,67.9866649018204,0.776310690720058,0.764365239956402,0.788256141483715,"Rcontinental_Y2014","continental",2014
"191","Rcontinental_Y2015","data",200,"Rarefaction",0,62.509573980794,60.2110192725205,64.8081286890675,0.782111705545947,0.773052848707838,0.791170562384057,"Rcontinental_Y2015","continental",2015
"192","Rcontinental_Y2016","data",200,"Rarefaction",0,62.6659045670622,60.8718788762169,64.4599302579076,0.795618671016232,0.788394797972364,0.8028425440601,"Rcontinental_Y2016","continental",2016
"193","Rcontinental_Y2017","data",200,"Rarefaction",0,80.1948042882274,78.0806386853649,82.30896989109,0.72364539136564,0.714074282759207,0.733216499972074,"Rcontinental_Y2017","continental",2017
"194","Rcontinental_Y2018","data",200,"Rarefaction",0,60.9723878473655,59.2064413350364,62.7383343596945,0.787488724148162,0.780144858754787,0.794832589541537,"Rcontinental_Y2018","continental",2018
"195","Rcontinental_Y2019","data",200,"Rarefaction",0,42.5560507885792,41.003683206264,44.1084183708945,0.848401321133649,0.841989328024095,0.854813314243203,"Rcontinental_Y2019","continental",2019
"196","Rcontinental_Y2020","data",200,"Rarefaction",0,43.0131890999417,42.1741276333472,43.8522505665363,0.865147832638219,0.861748181321658,0.86854748395478,"Rcontinental_Y2020","continental",2020
"197","Rmediterranean_Y1980","data",200,"Rarefaction",0,42.6543161067312,38.3528500089988,46.9557822044636,0.88625744557586,0.869124056491374,0.903390834660346,"Rmediterranean_Y1980","mediterranean",1980
"198","Rmediterranean_Y1982","data",200,"Rarefaction",0,66.2158514045638,59.0088976933532,73.4228051157744,0.839581511242789,0.799355565829858,0.879807456655719,"Rmediterranean_Y1982","mediterranean",1982
"199","Rmediterranean_Y1983","data",200,"Rarefaction",0,65.581365562105,59.1916319203892,71.9710992038208,0.842648363641672,0.80627528397684,0.879021443306505,"Rmediterranean_Y1983","mediterranean",1983
"200","Rmediterranean_Y1986","data",200,"Rarefaction",0,53.7025269691148,45.5825043789306,61.822549559299,0.85104182059997,0.804079531259493,0.898004109940448,"Rmediterranean_Y1986","mediterranean",1986
"201","Rmediterranean_Y1987","data",200,"Rarefaction",0,67.5031340759201,58.9768709530514,76.0293971987888,0.799436562614365,0.756325620493366,0.842547504735364,"Rmediterranean_Y1987","mediterranean",1987
"202","Rmediterranean_Y1988","data",200,"Rarefaction",0,66.2149758625819,57.5922987634408,74.8376529617229,0.819128235687371,0.775114555526587,0.863141915848154,"Rmediterranean_Y1988","mediterranean",1988
"203","Rmediterranean_Y1990","data",200,"Rarefaction",0,94.6846552330091,90.289008119863,99.0803023461552,0.73782929119899,0.719503716344488,0.756154866053493,"Rmediterranean_Y1990","mediterranean",1990
"204","Rmediterranean_Y1991","data",200,"Rarefaction",0,71.9932837163364,65.2980083301371,78.6885591025356,0.830053033511911,0.794573284812631,0.865532782211191,"Rmediterranean_Y1991","mediterranean",1991
"205","Rmediterranean_Y1992","data",200,"Rarefaction",0,38.5843207935939,34.3672595845893,42.8013820025985,0.923082573224902,0.905806531683034,0.940358614766769,"Rmediterranean_Y1992","mediterranean",1992
"206","Rmediterranean_Y1993","data",200,"Rarefaction",0,46.6564490947641,43.1999581231421,50.1129400663861,0.8849768410048,0.870546850558269,0.89940683145133,"Rmediterranean_Y1993","mediterranean",1993
"207","Rmediterranean_Y1994","data",200,"Rarefaction",0,88.2353639284872,84.4581430777916,92.0125847791828,0.732477282261984,0.717877603653572,0.747076960870397,"Rmediterranean_Y1994","mediterranean",1994
"208","Rmediterranean_Y1995","data",200,"Rarefaction",0,99.6560827580642,92.2496875723009,107.062477943828,0.697585103669427,0.661361768362139,0.733808438976715,"Rmediterranean_Y1995","mediterranean",1995
"209","Rmediterranean_Y1996","data",200,"Rarefaction",0,74.6287883668211,67.8579869545054,81.3995897791368,0.858992071582626,0.822967076989179,0.895017066176073,"Rmediterranean_Y1996","mediterranean",1996
"210","Rmediterranean_Y1997","data",200,"Rarefaction",0,94.5834399683279,89.7817858320654,99.3850941045905,0.745089468585709,0.720895487293177,0.76928344987824,"Rmediterranean_Y1997","mediterranean",1997
"211","Rmediterranean_Y1998","data",200,"Rarefaction",0,94.0572389688663,89.0420380712871,99.0724398664454,0.756252429802886,0.731958600140759,0.780546259465013,"Rmediterranean_Y1998","mediterranean",1998
"212","Rmediterranean_Y2000","data",200,"Rarefaction",0,60.2762321442876,55.2036591553525,65.3488051332226,0.834811616385482,0.809654623033493,0.85996860973747,"Rmediterranean_Y2000","mediterranean",2000
"213","Rmediterranean_Y2001","data",200,"Rarefaction",0,56.6105564510977,53.348905181253,59.8722077209424,0.880735673285557,0.867150525385443,0.894320821185671,"Rmediterranean_Y2001","mediterranean",2001
"214","Rmediterranean_Y2002","data",200,"Rarefaction",0,42.5367341180459,38.6501082749663,46.4233599611255,0.883897161019138,0.869933845759103,0.897860476279173,"Rmediterranean_Y2002","mediterranean",2002
"215","Rmediterranean_Y2004","data",200,"Rarefaction",0,65.3984558007989,61.1502646613667,69.6466469402312,0.847500449516616,0.827500331118406,0.867500567914826,"Rmediterranean_Y2004","mediterranean",2004
"216","Rmediterranean_Y2005","data",200,"Observed",0,78,70.9806680362776,85.0193319637224,0.825800343004145,0.781369597568638,0.870231088439652,"Rmediterranean_Y2005","mediterranean",2005
"217","Rmediterranean_Y2006","data",200,"Rarefaction",0,22.4167551641738,20.4552203884621,24.3782899398854,0.949450468760473,0.941961350661134,0.956939586859813,"Rmediterranean_Y2006","mediterranean",2006
"218","Rmediterranean_Y2007","data",200,"Rarefaction",0,48.9687816770514,44.8327964900183,53.1047668640844,0.83905484170141,0.823467486787165,0.854642196615655,"Rmediterranean_Y2007","mediterranean",2007
"219","Rmediterranean_Y2008","data",200,"Rarefaction",0,63.6179218547051,58.7782884820647,68.4575552273455,0.793032909982174,0.774382862394212,0.811682957570136,"Rmediterranean_Y2008","mediterranean",2008
"220","Rmediterranean_Y2009","data",200,"Rarefaction",0,84.5104379044809,80.1767509815558,88.8441248274059,0.748865936518756,0.727267749546671,0.77046412349084,"Rmediterranean_Y2009","mediterranean",2009
"221","Rmediterranean_Y2010","data",200,"Rarefaction",0,64.2558437948867,60.7868091341379,67.7248784556354,0.808118012102652,0.792842247679237,0.823393776526067,"Rmediterranean_Y2010","mediterranean",2010
"222","Rmediterranean_Y2011","data",200,"Rarefaction",0,82.2288771219673,79.3009198714997,85.1568343724349,0.738151596467785,0.724776373653932,0.751526819281639,"Rmediterranean_Y2011","mediterranean",2011
"223","Rmediterranean_Y2012","data",200,"Rarefaction",0,67.9141210198212,65.0164722191251,70.8117698205173,0.84563266284041,0.832682155814309,0.858583169866511,"Rmediterranean_Y2012","mediterranean",2012
"224","Rmediterranean_Y2013","data",200,"Rarefaction",0,90.1564126158286,85.6459679410812,94.6668572905759,0.728899073196199,0.711143390199999,0.7466547561924,"Rmediterranean_Y2013","mediterranean",2013
"225","Rmediterranean_Y2014","data",200,"Rarefaction",0,97.9161527000814,93.7818989732347,102.050406426928,0.710875735221212,0.692968893882895,0.72878257655953,"Rmediterranean_Y2014","mediterranean",2014
"226","Rmediterranean_Y2015","data",200,"Rarefaction",0,77.9665950884919,72.9540667072067,82.9791234697771,0.77715334595199,0.756583327783524,0.797723364120456,"Rmediterranean_Y2015","mediterranean",2015
"227","Rmediterranean_Y2016","data",200,"Rarefaction",0,68.8611003229054,65.172253596486,72.5499470493248,0.802945173614338,0.787853364779009,0.818036982449667,"Rmediterranean_Y2016","mediterranean",2016
"228","Rmediterranean_Y2017","data",200,"Rarefaction",0,86.5715200205447,83.2071361517899,89.9359038892995,0.725485410969893,0.708690824016758,0.742279997923027,"Rmediterranean_Y2017","mediterranean",2017
"229","Rmediterranean_Y2018","data",200,"Rarefaction",0,63.06965062257,60.351221929063,65.7880793160769,0.819698442693549,0.809287118332265,0.830109767054833,"Rmediterranean_Y2018","mediterranean",2018
"230","Rmediterranean_Y2019","data",200,"Rarefaction",0,61.9082269535364,58.8859056667033,64.9305482403694,0.803120444963831,0.79055201586322,0.815688874064442,"Rmediterranean_Y2019","mediterranean",2019
"231","Rmediterranean_Y2020","data",200,"Rarefaction",0,29.5029016552524,28.0325851629823,30.9732181475225,0.919084935708455,0.9131746821374,0.92499518927951,"Rmediterranean_Y2020","mediterranean",2020
